ID,projects,UTC of create,UTC of last modify,UTC of buggy commit,UTC of fix commit,defect file hash,fix file hash
976,toolbox4minecraft/amidst,2015-12-30T19:32:21Z,2023-04-12T16:52:53Z,2015-12-19T20:42:56Z,2015-12-30T17:35:11Z,189517bb5cb2e839c93338c0fbe2846628eb30b9176f87425bb45a21dfd0645d,96ec95b49b4d985be381d5d3a41aca8630e8e75c9a78caa365330abc2901104b
977,TooTallNate/Java-WebSocket,2010-01-20T23:33:04Z,2023-03-30T03:57:50Z,2020-08-15T02:47:54Z,2022-01-02T12:23:38Z,b4ef7aa57f967285b53696478bf3cd79385e551da1b72cbb27d2c7631945a87e,e2d16c53cf5833344003a0d41fd0f93f14154b7be5aa87e65f621f9ba5111455
978,TooTallNate/Java-WebSocket,2010-01-20T23:33:04Z,2023-03-30T03:57:50Z,2010-01-20T23:33:04Z,2017-10-19T19:44:06Z,1d1ab39a5b82d992573795001dceeb211d124750677b3ccd30181a829c18a0aa,6c5a277ee809756ec478f1a21a6f1d8cc04cfa6fef0b9c1c2145d1b173dfc178
979,topjohnwu/MagiskManager,2016-08-05T16:58:55Z,2018-07-18T21:47:03Z,2017-01-10T14:30:05Z,2017-01-14T18:37:40Z,180f5701d1f9f0b5785d92f953573cbcab3826ac9a3677a37a01d4bb4b75d0df,a0d8dd16a55a9a8d30c887e568e4dd6b44826bd2a99f2276b39d8ee3a330e896
980,topjohnwu/MagiskManager,2016-08-05T16:58:55Z,2018-07-18T21:47:03Z,2017-01-14T18:37:40Z,2017-01-14T18:37:40Z,373591842443ff01270a6db3b30daead1ed5b6e95d42773bb8d73a3b9174714b,ad558beb1f643e2ac8ecc4522b342a6f1ed715ed9a281634c504e1a5a767607f
981,topjohnwu/MagiskManager,2016-08-05T16:58:55Z,2018-07-18T21:47:03Z,2016-12-26T20:41:00Z,2017-01-14T18:37:40Z,862bbd4d029d62116eaa0e2c669615026eb91ff02cedc40d4f0903d401bc4011,621ac8a05c58fb1c675a3f035141e11d8bb8589f9216ffd79fe1301a5005bc8c
982,topjohnwu/MagiskManager,2016-08-05T16:58:55Z,2018-07-18T21:47:03Z,2017-01-11T09:37:35Z,2017-01-14T18:37:40Z,dd232b30f3df1cab70c373dee06262613f5fd137acfd3366ddcae3e1ee488d3e,31b70f52d9b61607dc26c594d43ffe0cd090f287cc02d4ab293597629cfd8acb
983,traccar/traccar,2012-04-16T08:33:49Z,2023-06-21T18:39:18Z,2015-06-01T00:22:18Z,2015-06-05T07:29:48Z,eeb06670d92741a8cc3c974d0cf0694fa24c2694f218c0ef2bb593e986d0f116,882c82bb180d2c08228721219ff0732e00961d2de87276fa8c17a37ca56a206b
984,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-09-21T17:57:59Z,2017-10-14T18:34:12Z,6ba51147bc88deb98dc9db2b7f59987c6ebf2dd2104b293fea492082c374d007,79e62f394db45fd58ec8dc6888085171cf659ce5ea85dd046790753b8feba668
985,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-07-28T20:51:25Z,2017-08-26T20:42:23Z,216fd7157a23c39e5dd36631beaa3cc76e13bc484abb7c041e672fc3ed0deac6,facc77e522c482de9485e7dceaec245545222da40dd439f111d6db1052d714a5
986,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-06-15T00:59:37Z,2017-08-26T20:42:23Z,9c3fc1a2448f7d4d2d32384de4aa9d47cb0761d98f0eef12b848c6708a0c00cc,009f86591678edf675305cf17d792d1255df2904638eaff991651c1e45c17e0a
987,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-07-27T20:10:49Z,2017-08-26T20:42:23Z,d33cfd103bc9340c0d5e94943893379faa29eed4ed499f7e71df208c6a2384d5,f2ff8bd376acb0f7d16ac59352e2519f2717917964a8f89d87758f0eef7bae69
988,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-02T04:18:40Z,2017-08-26T20:42:23Z,eea0db94b1825b3a9c2aefef3ed03a70c2fb6d0626fd18386242ff9068658779,d9ad9c1f6254be083a8df433270b4e451fa59686866c92a746cbe7b498c83c96
989,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-25T04:33:20Z,2017-08-26T20:42:23Z,802056b16b21cf36fa33c772869b9dd18e614dd2b5e889beb2623a71ddd17481,5064eadd69e6c9a87e85dba128418948be354c3c176c11580df37ba7afefe6af
990,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-25T04:33:20Z,2017-08-26T20:42:23Z,9b19e66b05483946b972346bf30231fc38791b2ef55988f34b11f7cd459baa29,6bdfb7edc8f898914afed906aada47e5527ea80cd649618854ce300e3b2b3d58
991,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-25T04:09:30Z,2017-08-26T20:42:23Z,5b9c80c8486895e0502658eacebd7ef6c6909ba64375a1554f454add0355cdbe,2f52748c4956524661713cc857461a285c1fb0b2a079bba636bc06d7174b15ff
992,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-25T04:33:20Z,2017-08-26T20:42:23Z,30938d088358b687f582c064470adfc0b150ed82cceeb6dd0a71d5d4ed24aa70,37875d4ffb9bf0e705719beb5c503c27c2aebfc2cc82bc4449ed954c89a9af3b
993,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-25T04:33:20Z,2017-08-26T20:42:23Z,0611c9ea725b27f6cebc5a28f6075e6bd8b682af86f0c3a0983aedbd5e9d85e8,a3a0b061a19d1600291ad167f05ae68abc86762f314855bd6d58620de302b190
994,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-25T04:33:20Z,2017-08-26T20:42:23Z,249f4fcfdd5374d096b81071399031f2345d6512f27f5bfd52f53d1a146d1593,85cc2756688b574e2150955f6ed4cdfd929e9ab98f5f7f40728014e53f5757b9
995,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-06-23T20:29:39Z,2017-08-26T20:42:23Z,1c6924a5f948bf2c5122b33d00654a76b146af9682128cdd781987df7c92dfa2,ef66afbaac26f84337d206407b7aa76b95c3c6d73c84a3472634e2c4f86b35c9
996,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-07T13:06:08Z,2017-08-26T20:42:23Z,40d10c93927b71e6118d37d9a0dca787388da8cb6ebdf7de11246a85bd84809a,5baf1dcc5cd7b58c145873e16b501f7b0b5f4808b8fbd5a2738a375e5f5645b3
997,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-02T04:18:40Z,2017-08-26T20:42:23Z,fd7198d73a491421863c184769853002d60dc07b5794d80f91da97ccdfefc52d,c9b51335a92e44a37ab9567004ebb7bdb2ef5ca00ec59010ac9dd6dc25ed8db0
998,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-07-31T04:38:08Z,2017-08-26T20:42:23Z,c745c70412a14cfbdd1aca897011016dcc140c4efeb97961d2a500be3bce2a78,589d625b27405d1c9435716128063fb3931c9ab611a7a0624ebe741205d75df7
999,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-07T13:28:14Z,2017-08-26T20:42:23Z,67ef60e4667942182f5d722224c9ee9b73f86dc5c14b0d1ac32a3b5cf063fe7f,2d1abaf874938274902cd7ec15776791688c33be94fb63e822f467735bee0f5d
1000,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-07-31T04:38:08Z,2017-08-26T20:42:23Z,87119ab259626a19b53c4c54c4265f85598946f483db5517e1d99126e0215a7a,6f2480c8adcce9878dd31f0a0d72463994db7a780a642a15ce18113831d0e861
1001,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-07-31T04:38:08Z,2017-08-26T20:42:23Z,a1f44a2410483c5199b4d5f764137dad34b7b6b2d9be54d9de2c985df98f2623,d7954c78b6ceb6743a51ae7185af694f46c4f9addc646d7d7c78d30a569c6803
1002,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-11T04:38:21Z,2017-08-26T20:42:23Z,01b6a395eb6a967234599a6ed195c65d583b7279cbee47004e9c1b71df0edff9,c4d0a14a0f4445dacafeee4e5ed58d16cd8bf2cdbc112422b672498cf40de298
1003,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-07-31T04:38:08Z,2017-08-26T20:42:23Z,c292a3b0ac27e1e354f54c4a34510b4bcba12403936eac061586cfdd81222b45,283cb0f8e48cb920048a2106544e130084e73a955c55263eb8cc277940087464
1004,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-12T02:49:34Z,2017-08-26T20:42:23Z,5ba04307249efde8cd0556ea1cfe654be975f76a337c4a4f2b970933ac66488c,4ba4b500b0f7adaf9139e6789d12d077b3c731cdae591938841367ef594b461e
1005,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-08-01T19:35:54Z,2017-08-26T20:42:23Z,c0a80d47dc477047768747580ebfdeed8de92ae0b15df9e202897a182df40dee,104d44e2053044ec99742158f89a8431c9401771b4cb8e11baa6a983eaf93534
1006,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2015-12-08T02:21:35Z,2016-01-02T09:32:13Z,603e7d3a7794cbe82e8d852f099223173ddb61351a0f0e5ff8dae965e491a7a1,a5e9e00953ca6e553b41d81f733ad739d26e042ad664af3c0b51d541931f7017
1007,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2018-01-19T08:10:52Z,2018-01-25T09:39:14Z,9c0ef981b85e54a8e1ceccce13fe8f663b7326612093b5ff0733b7db63bdaf19,4065490abf3d4aa3c6b7f7b133f2288bc3eee273c3a7ae851007fe90725ba6c9
1008,triplea-game/triplea,2015-07-27T09:32:58Z,2023-06-21T10:53:16Z,2017-09-14T11:39:57Z,2017-09-29T16:56:29Z,0af643bb526831df0fc0284682b01fa7da2c211e1fb7b9afc004d342472fed7b,5d00eb781c8bcd88bb0b9faf6dfa66a9891a43adc153379137eb46c1c002d1f8
1009,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2022-09-22T15:03:52Z,2022-11-17T15:07:17Z,7fbdc5fd0c484c2df8c8bdd96f793db74b13baea6d86951c109a784385152680,3aef6edf4bf9f71bf1d61e3e0bee9f7c2f7dcbe95fd8bd003688b148196c6298
1010,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2021-07-09T17:32:44Z,2022-07-25T19:05:31Z,7855349bd7eb52b45fbde5cd0b57b75943f7c24d463cf3db31c8f93928e754ed,a34d00288f8ac339eb457444ac4d672b2a9dc5476c498495183f79a4180fb3b0
1011,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2022-01-23T19:52:57Z,2022-07-25T19:05:31Z,2103423384d844266692baab2c62ca83fea1237a062dd82479d66f352bbeff31,b2c49acb1f99ab880947dc51c64b99ee8901dafac905f9c2a593a37b8a07a5d5
1012,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2022-07-07T17:47:10Z,2022-07-25T19:05:31Z,6ab65b8213c852015a67b020432f9dea6f2a82b1031518f8452fc15a175284d6,34f4056c375ba322a3f1ef08b5a278f1fa9b5d52e7431c0b42ef445bbb5bde98
1013,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2021-06-16T21:11:34Z,2022-07-25T19:05:31Z,06496905ddbb7a23fdbc03be5650700af9137b413c7c2f7fff67568599b68df1,59d4070766f7c855eb3de5eb6b75e172720d2b501bc2e87f4c7e36d74097487c
1014,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2021-04-05T00:09:27Z,2022-07-25T19:05:31Z,4bffee4d48221ffee31a15eee8a06e75c4192a40a88a022993bba90a9eefdbc5,a659bb8d426492ccda35566f8d9f81ca54052ae2d0649d420befaa393cccfa1c
1015,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2022-07-15T01:34:49Z,2022-07-25T19:05:31Z,384684457e2501a9bb79d1a90ecd2ebe1c78cd153754cc37dc7baa334847c993,db67c91f696fed62666577d8010924f97cdb4667c021ca5993bc453110dc103a
1016,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2022-07-15T01:34:49Z,2022-07-25T19:05:31Z,99973fdede805b6e96be75837dc04bbd481fd784b14e91bcfefbebc215e246ce,e10bdd7fe2e7a5b44e222179f9716af76887454670c724f8ab0eb96c6d3e8825
1017,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2021-03-26T20:57:23Z,2022-07-25T19:05:31Z,6345d979f8bde07ca2151b110c3174c14744095cab668f3e75a08eb1e5e8600b,a851cf99939ac9b3a3092ae9709ff4ee59c1d6e3d7efd94a63eb30c610ee99ab
1018,typetools/checker-framework,2015-07-03T11:09:17Z,2023-06-22T20:03:18Z,2015-07-03T11:09:17Z,2022-07-25T19:05:31Z,0c72aff546c8d31fdb8f2d56cbd81a7e5ab33200e42a6d0ece6ca0ba38123c0e,0c72aff546c8d31fdb8f2d56cbd81a7e5ab33200e42a6d0ece6ca0ba38123c0e
1019,tyron12233/CodeAssist,2021-08-16T11:30:27Z,2023-04-17T09:42:56Z,2021-11-19T02:13:24Z,2021-11-19T02:50:06Z,5b5246fc48aa00001b0ccf9c61d84113a0aebd4a5ba425a4ebd195ef56b30096,62498edb0c1249af99af71b346c6cfe3de5b991934613cae68f76fc96fc3b9f9
1020,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2007-06-20T16:42:31Z,2008-07-30T23:26:33Z,7ad948ac7c1ca2c57f976e28ef2659e9bf581de82b97c259ee6ba5500107df52,6baf0b4f0e75c8116ec8d3796f31765f84ed5fd1fef516e0ae6c983e2d66d8a3
1021,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2015-02-14T18:27:50Z,2015-02-22T18:47:49Z,c5d7150dc20db2507de76ffe5ad511ab546d08067a0f43d45b179e62a1fc244f,8b627fdfd82613657c52d1b4b2edc23314709fefcfea8267b58be2bd4a7b28fe
1022,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2014-07-06T15:23:14Z,2015-02-22T18:47:49Z,91bf14ae070ce23cfc90f3635a133c45a3926699e1f5ded1b2523270359c1a5f,3f9b5a0080f761df8888b54d243db959a63935c0b9933958bb35d816c01d5cab
1023,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2015-02-16T13:50:41Z,2015-02-22T18:47:49Z,a6290a3ec00ddc92d003f614e895fff9292867d5d71d537dbc77094bcab5b454,edd1cb0c54c684a0d112a5085bfdd5f8de978cc921200a6799c24ff758cb8f0b
1024,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2015-02-19T14:18:23Z,2015-02-22T18:47:49Z,17cdafbf051d367e930a98863fb6b09702f9cc1fb47ced086348b42bf407b68d,a56976b53fe419120f0cf45cf9e3b41f7acc7deb5a943814db8eb97d0fcb819f
1025,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2015-01-21T18:34:18Z,2015-02-22T18:47:49Z,b57b6a39dcbb15d953df5745e8c76e16257cafb8294b9fa4828f85b0405112c4,a69ad3dfb9bda197e78f8695654930254876d51ecc1ab2faa4eda56b65ec5b51
1026,unclebob/fitnesse,2008-12-06T19:38:59Z,2023-06-19T15:06:38Z,2013-10-24T14:42:18Z,2013-10-24T14:42:18Z,fbe30d1f619cde2f6940ce2ba9365dc0adee2841ba7dae89b5ec4c9fbe3b6912,7db902212d0421080c1f71990f807234dda003fe0633f2ce400a3b4297a94efb
1027,unicode-org/cldr,2017-09-18T14:19:54Z,2023-06-22T14:09:03Z,2014-01-23T19:55:15Z,2014-02-13T10:24:37Z,5c0e5939928a0e84413faa4638b8298159bc95fc31361844f2e4be877b63d052,922a41aaf746f8634e30cc6fcfb6dff3aa58e5c5ad088a3b3c88836f8fccbabb
1028,UniversalMediaServer/UniversalMediaServer,2012-06-07T22:23:22Z,2023-06-23T03:29:22Z,2022-08-26T14:03:41Z,2022-09-03T23:05:46Z,cae39519c03735e4d85f22055d80dd5170da5577f8376a73600e38f9bd29102f,7cc9b8146857e0d0197d748e1ee9b0780ad1d812bc5031dd82e2b843b92495bb
1029,UniversalMediaServer/UniversalMediaServer,2012-06-07T22:23:22Z,2023-06-23T03:29:22Z,2021-10-21T23:06:01Z,2021-11-11T02:05:46Z,ef8c2b6daa87b124a69829058b66b28ad8b0d6af673525b41439c6234bab35df,a12b6ec9d75836e7048f96f35c469a5d4cf18a7f56d5eb315f1ff97ef88211c2
1030,UniversalMediaServer/UniversalMediaServer,2012-06-07T22:23:22Z,2023-06-23T03:29:22Z,2017-04-03T16:11:39Z,2017-05-16T13:57:40Z,492e0f2434a44c611e1a88d0e54f070ea2463683bfdca1d500cffaca47e002aa,80be3f6813e46ca025282bb016696f5bec2152f3a361066313e8d2e29840ab93
1031,UniversalMediaServer/UniversalMediaServer,2012-06-07T22:23:22Z,2023-06-23T03:29:22Z,2013-10-07T03:07:39Z,2013-10-07T04:33:44Z,af946642e2014c842e0ddd1486724430d0de982fd0ffb62385aa0ccab87aeccb,5e4dcd77ac1baea12b73b2af5d4dda11392f2d38a0d94d813ff274f62578509c
1032,UniversalMediaServer/UniversalMediaServer,2012-06-07T22:23:22Z,2023-06-23T03:29:22Z,2016-01-14T05:23:23Z,2016-01-16T03:48:45Z,1213518977dfb0c66958b4eb0d2de2c2058ec0ba7116d9fc074a0729138626c2,c0c3cc77fab0a56610e8e42697ce17ae0c95ace13371162a6ea89015252cb340
1033,usc-isi-i2/Web-Karma,2011-09-23T06:58:53Z,2023-06-15T16:20:31Z,2015-02-24T19:01:23Z,2016-03-26T12:01:19Z,c366b050a1ac5db6853c26b851cc369d59a14e99ce3639d361fd46ef54d2e814,920642237d0a17f154d30206802d943270850f3bd4a6b7d64598771f1a708d3a
1034,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-11-02T14:19:08Z,2016-11-02T14:39:10Z,4afc77b021b732df3c39d9057f66845e234a196a08c71aff2693d142abbb1336,30da765277aa48a0748bc998f972da1b90d1c4ea1f558d05d937364e31434bc4
1035,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-08-18T06:40:40Z,2016-11-02T14:39:10Z,790220cd3d023df26bcfe28493e866ea18a73116452ed8bc25310cb58222a90c,43dab42bc95014010a27a17503623af5d1a9069ad5b55e2ee10b4c57a049a94e
1036,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-09-05T10:02:48Z,2016-11-02T14:39:10Z,2c1699504633b8414a07361977b8650e4b2404e96d17da7d0c8ed56871112c5a,d1c1e1eb7c867f4938c9db038180d0e4c26c9d275de5446d741676d4a373cbf0
1037,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-11-02T13:10:31Z,2016-11-02T14:39:10Z,6b1777ef35aa0d5355831af3a09b6ff2220f421c9f2fa75a583835ae6be8a02c,75d542d39c01a2103ca153a3d48d5462456baebc0a4705e2d26aee860dfdde77
1038,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-11-02T10:03:23Z,2016-11-02T14:39:10Z,f61ac935429b1f9258a6cdd5624aac0c92c3c1f9eb5d50a69121336ea8203c44,aee620e29bccce0bcfb11695d8eaaa26b6031eb66c14ff12b71f0cef744e9fb1
1039,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-08-18T06:40:40Z,2016-11-02T14:39:10Z,ae518b86bcca02ef75918e2b1f7763cf2dcb7a0aea860a955ef46c7902ae7217,645a21d138d54f4186a48d6a9939d36ef781b08f67ff32a221718a74dfeffaeb
1040,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-08-18T06:40:40Z,2016-11-02T14:39:10Z,256db7b1788fe432963b8857f596691bf022223e7ec3332732e7011d9d62cf01,80e2cfc5fb3ca55c84220a595aed9f2cf40c4b81099707bf1acea735c60277aa
1041,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2016-10-03T06:00:48Z,2016-11-02T14:39:10Z,6f8e5b2b7ea8addf3dc528c4ddc2b5dad36d6d4f736ae0e044a7d2ed7a05a492,0859d1b33da6168bb4126482085507e79c4378ec975b89d9d847d528be2c5900
1042,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2013-04-17T17:09:08Z,2013-04-25T08:00:28Z,528098e4836fe2afe9f5dd719f073c2ef3a1b11ae114a1b221e97afdbd5632e8,b226f6e5ca76513c6a9b02891e0e77d2fc81d1495f05cb3350dfaa795746f345
1043,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2013-02-28T09:26:27Z,2013-03-13T06:34:52Z,40b328a8f091795d95005fa5f5f421c32e3d7c7681a8d7596db7ecf98969c210,812a4af32cb31bd1cea91f7e551d4aebcf13e1a737cb4ef4ebcadf79c08d96e3
1044,vaadin/framework,2012-10-19T10:41:30Z,2023-06-22T10:48:01Z,2013-01-04T10:26:29Z,2013-02-01T13:16:34Z,e0af6a72ed1bc9145801223d9ca898a339b2f37e17511c2a75324b71153e0ddf,4cfd4599633a20532201ddfd2acb750d455181175a0179fc175508a28a11cf05
1045,validator/validator,2010-12-03T02:00:23Z,2023-06-05T04:57:54Z,2013-09-02T08:21:15Z,2016-05-02T14:32:15Z,80ed9c9f266a431687bf2b82f432a66e4fbd93cbcf8df1cf2aebabe3c46788a0,c4d71c78dd85e5bfb209192d3357f782cd5aab13635ac2ec8d81d97f4bda72fb
1046,validator/validator,2010-12-03T02:00:23Z,2023-06-05T04:57:54Z,2015-06-25T12:28:38Z,2016-05-02T14:32:15Z,970c98711e7090bc7806061cf7bbfc3399c8f4893aa6c5c6b3a0ff304061f03b,ec88a74d35d191094b3fce1230863d14975c668b093c4375cdc3d0e293975be5
1047,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2021-10-07T09:08:41Z,2021-11-02T08:01:16Z,0f836b8862901cdae9a7a2c32702bd93e5c2d7c0c102448a2900a8c60d310408,687b6770016fe2190c6ce06a50ddfefc1a9b9f0d72afc363688dcace6c2b2b07
1048,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2019-07-24T06:58:03Z,2019-08-22T13:37:33Z,709733aa408b12ac61a53db7f9cbd1db19e45780efd0cbbb689ee6b6f6f9ca2b,8ef9538fc0d5752123e1207eacd0bf138cfa3147f3d22e3e7771048009242211
1049,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2019-01-21T14:09:23Z,2019-05-23T07:23:16Z,b47358257b864b44daa6e138e4d688e421f60b4ae9628a2181ee08667c2a78e9,247a4dbc16d8d6305ac71869bb53d2fa9b5c2059febb8182705c70c44897dc1c
1050,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2019-05-22T09:30:33Z,2019-05-23T07:23:16Z,fb9edc8314bea270ad283eba1403490da873bd18730a8acb4a86b27364a065c0,4120aef3fc42d153d8058cf4489d6ffdc632ae310d531ff5cb7844d16365d5b6
1051,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2018-02-19T16:55:58Z,2018-03-15T12:44:14Z,dd70b31e969028b1dff068395a903ce4e4db5f2fb1fcb0602523b36d87b9a501,b2f1b3d75e93ffded1b985152f06a1bf15c2b9e884c10808356561da20ff667a
1052,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2016-09-25T19:11:13Z,2016-10-11T13:23:59Z,81af701ab605d81fbaa88df666012c2ca4466166ad49b469a94c56bede2e6736,53bf18851455562bf5c500d2da68c572c9392c11041f8b397e6ec7436c9c0816
1053,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2020-09-04T15:08:02Z,2020-09-28T15:40:52Z,bbb461e7e18badda2ec5844dca75c861cfcb261d29f359dbe5756f510157c531,65c214d7d9e17ded664f0c30d03eedba4733b35a8d6c967f075face5d7d74a46
1054,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2020-04-30T12:36:19Z,2020-05-20T12:48:50Z,5de9bd87b29d4de6220a1f4d726c555103cfffec1600152836ff0683bca21b3b,31504e187f22b27a3037635c809081cadace438f0f49510c9fc3d6573c75f209
1055,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2020-02-19T16:26:27Z,2020-02-19T16:52:50Z,503a194aa0b8514594d33d5696bc337a707e368bbd18314d70b464b1e8733203,4a32df6dc550328cbe6a73fceeeb5844f0a2ab04b0b658d155a345d61cb887fa
1056,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2019-04-26T13:09:24Z,2019-05-16T10:05:44Z,27341e6fc5b3c1183af28da6a3c60c22b8b4eec99440d1b67fc6134c6982d643,6ae9912cfc7924c39adfbb8d546a4db58ca05d260bca2b98e1fd8167ca150f40
1057,vespa-engine/vespa,2016-06-03T20:54:20Z,2023-06-21T22:11:21Z,2019-04-26T13:09:24Z,2019-05-16T10:05:44Z,dad9be63efe302432a902881c47a62a9101360222da4c8c18a7a125923438732,d81984c5f1dbc2f4a900d2bde691059e4f8f4eb26987b72948fba6c0a8a3429f
1058,voldemort/voldemort,2009-05-31T03:27:10Z,2021-03-09T05:53:19Z,2017-01-06T23:57:30Z,2017-01-13T22:29:46Z,66934bbfe24945eabc44c611d51e1656787e2ce96a7e96a12a075ad9fc9cf7f1,c523b0b379b3c9ba140a1c8816914fa48bdd85d84ffee951007081f613ef79d1
1059,voldemort/voldemort,2009-05-31T03:27:10Z,2021-03-09T05:53:19Z,2010-10-04T18:56:50Z,2010-11-12T06:39:27Z,4d1e3f6af4f26eef7398cb005c37eeae083a3440a090bd0954b075df211913cc,774f1dde18725d4ea404661420a6caf62fcff49a4e106fe2cb5c78d4a303c0a1
1060,voldemort/voldemort,2009-05-31T03:27:10Z,2021-03-09T05:53:19Z,2015-10-03T00:14:26Z,2015-10-05T22:42:53Z,0e67a07468baaa6df3218355d82f9ecfc9121712cf330969d20830b20f51305b,4c572148bf2daac4dcf4007d4e438a6a4499a12a2748a1098a1a91da184ab9e7
1061,wala/WALA,2012-04-05T18:57:03Z,2023-06-02T04:04:51Z,2017-03-12T03:20:51Z,2017-03-13T02:38:43Z,b4d2d080397ca125b488099208e669043fbafd5374c99a1315540b6be90cfb72,6d4eea6c55ce9f20a2840a6f6e9f9457e440ea8cc8b63bcfff121ab64091d12d
1062,wala/WALA,2012-04-05T18:57:03Z,2023-06-02T04:04:51Z,2017-03-13T02:38:43Z,2017-03-13T02:38:43Z,c567418b6c1b6cff60aa70efb71ed1568c35f8225265bf4f738bbf2925108046,ad84d9d739064ade73bd4d74e3110961fdbd503c0bd7c859edb8093cd8d53f50
1063,wala/WALA,2012-04-05T18:57:03Z,2023-06-02T04:04:51Z,2017-02-03T01:33:27Z,2017-03-13T02:38:43Z,b250d52848b312b54ae4dca0394931078c42b52c5dc3f851dc131e09d6c3a10c,8586fd16436c0f2f88f90e6fc71783c293e9bf46082ce707b8a9172a72b499e0
